ID,Region,Regulated Dam,Primary Purpose,Primary Type,Height (m),Length (km),Volume (m3),Year Completed,Years Modified,Surface (km2),Drainage (km2),Spillway,Last Inspection Date,Inspection Frequency,Distance to Nearest City (km),Hazard,Assessment,Assessment Date,Probability of Failure,Loss given failure - prop (Qm),Loss given failure - liab (Qm),Loss given failure - BI (Qm)
SOAD20295,Navaldia,No,Recreation,Earth,9.12,0.367,13030.0,1980.0,,0.0,0.0,,,,,Low,Not Rated,18/06/2014,0.1226,8.8,6.2,6.1
SOAD00296,Navaldia,Yes,Flood Risk Reduction,Earth,6.404,0.24,17390.0,1975.0,,0.04728,2.66329,,,,18.55,Low,Not Rated,18/06/2014,0.1204,9.2,465.9,
SOAD02411,Navaldia,No,Recreation,Earth,5.946,0.183,,,,0.0,0.0,,29/09/2009,,,Significant,Not Rated,29/09/2014,0.1638,9.8,443.8,5.4
SOAD02951,Navaldia,No,,Earth,4.482,0.192,,1977.0,,0.0591,0.0,,,,,Low,Not Rated,18/06/2014,0.0916,35.3,22.2,
SOAD04081,Navaldia,No,Fish and Wildlife Pond,Earth,6.484,0.183,11200.0,1964.0,,0.10047,2.66329,Uncontrolled,,0.0,28.16,Low,Not Available,,0.1068,5.3,172.0,
SOAD04837,Navaldia,No,,Earth,10.27,0.059,7944.0,1970.0,,0.0,0.0,,,,,Low,Not Rated,18/06/2014,0.0763,41.3,14.1,
SOAD06596,Navaldia,No,Recreation,Earth,10.094,0.13,11771.0,1980.0,,0.0,0.0,,,,,Low,Not Rated,18/06/2014,0.1034,21.1,6.4,8.4
SOAD06639,Navaldia,No,Recreation,Earth,7.076,0.2,18089.0,1965.0,,0.04925,0.0,,,,,Low,Not Rated,18/06/2014,0.1143,21.5,13.4,9.1
SOAD07181,Navaldia,No,Flood Risk Reduction,Earth,9.01,0.127,8735.0,1970.0,,0.0,0.0,,,,,Low,Not Rated,18/06/2014,0.1031,15.1,21.7,
SOAD08163,Navaldia,Yes,Flood Risk Reduction,Earth,6.383,0.172,,1974.0,,0.02167,0.0,,,,,Low,Not Rated,18/06/2014,0.1219,47.2,11.9,
SOAD11279,Navaldia,No,Recreation,Earth,6.418,0.207,,1970.0,,0.04137,0.0,,,,,Low,Not Rated,18/06/2014,0.1011,22.1,15.5,8.4
SOAD13676,Navaldia,No,Recreation,Earth,8.023,0.137,,1965.0,,0.07486,0.0,,,,,Low,Not Rated,18/06/2014,0.0881,26.2,22.3,4.1
SOAD15320,Navaldia,No,Water Supply,Earth,7.885,0.0,,1937.0,,0.0,0.0,,27/09/1988,,,Low,Not Rated,18/06/2014,0.1069,23.8,11.0,52.3
SOAD17870,Navaldia,No,Recreation,Earth,5.375,0.157,,2007.0,2008O,0.06895,13.31645,,04/06/2008,,,Low,Not Rated,18/06/2014,0.1049,29.9,23.2,5.7
SOAD17937,Navaldia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,3.557,0.242,,1973.0,,0.07289,0.0,,,,,Low,Not Rated,18/06/2014,0.0884,28.0,14.4,
SOAD18443,Navaldia,No,Recreation,Earth,8.937,0.41,13721.0,1980.0,,0.0,0.0,,,,,Low,Not Rated,18/06/2014,0.0693,8.5,5.8,8.7
SOAD18751,Navaldia,No,Recreation,Earth,8.689,0.233,,1961.0,,0.0,0.0,,,,,Low,Not Rated,18/06/2014,0.0845,7.2,9.0,8.6
SOAD20271,Navaldia,No,,Earth,7.618,0.11,6500.0,1973.0,,0.0,0.0,,,,,Low,Not Rated,18/06/2014,0.1067,14.8,22.0,
SOAD00029,Navaldia,No,Recreation,Earth,5.397,0.507,,1964.0,,0.0,0.0,,,,,Low,Not Rated,18/06/2014,0.119,32.1,14.6,8.8
SOAD00323,Navaldia,No,,Earth,4.846,0.37,,1960.0,,0.0591,0.0,,,,,Low,Not Rated,18/06/2014,0.0975,6.6,6.1,
SOAD01339,Navaldia,No,Water Supply,Earth,7.51,0.154,7467.0,1972.0,,0.09653,0.0,,,,,Low,Not Rated,18/06/2014,0.0558,15.6,21.7,14.5
SOAD02571,Navaldia,Yes,Recreation,Earth,9.512,0.067,,1959.0,,0.03349,23.96961,,25/03/2021,1.0,,High,Fair,,0.1083,39.5,513.2,3.7
SOAD03643,Navaldia,No,Water Supply,Earth,10.128,0.142,,1967.0,,0.03349,0.0,,,,46.48,Low,Not Rated,18/06/2014,0.1088,20.4,132.3,35.9
SOAD03646,Navaldia,No,Water Supply,Earth,3.393,0.767,,1977.0,,0.19109,0.0,,,,,Low,Not Rated,18/06/2014,0.1025,32.3,10.3,56.6
SOAD04841,Navaldia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,3.358,0.25,,1964.0,,0.14184,2.66329,,,,,Low,Not Rated,18/06/2014,0.1012,20.2,10.1,
SOAD05012,Navaldia,Yes,Flood Risk Reduction,Earth,9.51,0.447,,1984.0,,0.0,13.31645,Uncontrolled,22/05/2019,2.0,1.56,High,Unsatisfactory,23/05/2022,0.1186,43.9,556.9,
SOAD07127,Navaldia,No,,Earth,5.672,0.43,,1950.0,,0.4708299999999999,0.0,,,,,Significant,Not Rated,18/06/2014,0.1696,297.7,338.0,
SOAD07334,Navaldia,No,Recreation,Earth,5.292,0.207,,1972.0,,0.08668,0.0,,,,,Low,Not Rated,18/06/2014,0.0628,24.3,23.1,3.5
SOAD07405,Navaldia,No,Water Supply,Earth,7.004,0.18,,1959.0,,0.04728,0.0,,,,,Low,Not Rated,18/06/2014,0.0817,22.5,16.3,46.2
SOAD10740,Navaldia,No,Water Supply,Earth,6.691,0.177,,1961.0,,0.0394,0.0,,,,,Low,Not Rated,18/06/2014,0.0956,24.2,22.9,12.3
SOAD10890,Navaldia,No,Recreation,Earth,7.315,0.124,,1965.0,,0.03546,0.0,,,,,Low,Not Rated,18/06/2014,0.1026,9.7,10.7,6.4
SOAD12359,Navaldia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,6.201,156.87,,1976.0,,0.06304,0.0,Uncontrolled,14/10/2009,,,Low,Not Rated,14/10/2014,0.0812,7.4,15.5,
SOAD12652,Navaldia,No,Water Supply,Earth,2.693,0.367,,1972.0,,0.10047,0.0,,30/04/1986,,,Low,Not Rated,18/06/2014,0.0923,39.7,10.1,62.5
SOAD14472,Navaldia,No,,Earth,3.796,0.183,,,,0.07486,2.66329,Uncontrolled,06/05/2014,,,Low,Not Rated,06/05/2019,0.0965,45.7,21.1,
SOAD14603,Navaldia,Yes,,Earth,8.028,,,,,0.06107,2.66329,Uncontrolled,13/04/2023,,,High,Not Rated,29/04/2020,0.0956,11.3,723.1,
SOAD16166,Navaldia,No,,Earth,7.206,0.247,16299.0,1979.0,,0.0,0.0,,,,,Low,Not Rated,18/06/2014,0.1226,36.3,11.5,
SOAD16316,Navaldia,No,Irrigation,Earth,3.436,0.283,,1971.0,,0.0,0.0,,,,,Low,Not Rated,18/06/2014,0.1152,7.3,23.1,13.3
SOAD16720,Navaldia,No,Water Supply,Earth,6.502,0.116,,1971.0,,0.05319,0.0,Uncontrolled,14/04/2009,5.0,12.28,Low,Not Rated,18/06/2014,0.0905,28.5,467.9,38.9
SOAD17851,Navaldia,No,Irrigation,Earth,8.691,0.142,,1974.0,,0.0,0.0,,01/04/1974,,,Low,Not Rated,18/06/2014,0.0872,8.2,16.6,46.2
SOAD18182,Navaldia,No,Recreation,Earth,7.032,0.217,10822.0,1981.0,,0.0,0.0,,,,,Low,Not Rated,18/06/2014,0.0638,43.7,15.5,3.3
SOAD00516,Navaldia,No,Water Supply,Earth,6.05,0.0,,1970.0,,0.08471,0.0,,,,,Low,Not Rated,18/06/2014,0.082,40.3,22.0,51.5
SOAD00717,Navaldia,Yes,,Concrete,9.198,0.101,,,,0.0,10.65316,Uncontrolled,14/03/2023,5.0,0.0,High,Satisfactory,17/08/2023,0.0498,8.2,612.1,
SOAD01437,Navaldia,No,Fish and Wildlife Pond,Earth,11.651,0.254,40253.0,2006.0,,0.0453099999999999,0.0,,,,,Low,Not Rated,18/06/2014,0.0942,38.4,6.3,
SOAD01924,Navaldia,No,Other,Earth,8.317,0.127,15090.0,1960.0,,0.0,0.0,,,,,Low,Not Rated,18/06/2014,0.1043,16.7,15.9,
SOAD02245,Navaldia,No,Water Supply,Earth,9.795,0.164,,1975.0,,0.0,0.0,Uncontrolled,13/07/2009,,,Low,Not Rated,13/07/2014,0.107,10.1,5.0,25.5
SOAD02891,Navaldia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,6.938,0.108,,1962.0,,0.0,5.32658,,,,,Low,Not Rated,18/06/2014,0.0645,46.5,13.8,
SOAD03146,Navaldia,No,Recreation,Earth,7.926,0.122,,1973.0,,0.06304,0.0,Uncontrolled,27/01/2010,,16.41,Significant,Not Rated,27/01/2015,0.1483,35.8,334.9,5.1
SOAD03162,Navaldia,No,Irrigation,Earth,5.341,0.2,,1962.0,,0.0,0.0,,18/05/1983,,,Low,Not Rated,18/06/2014,0.099,6.5,5.8,11.5
SOAD03872,Navaldia,Yes,Recreation,Earth,6.077,0.493,,1966.0,,0.05713,0.0,Uncontrolled,22/02/2017,,,High,Not Rated,22/02/2022,0.1437,33.6,656.8,5.6
SOAD04397,Navaldia,Yes,Recreation,Earth,7.181,0.092,,,,0.04925,2.66329,,12/03/2021,1.0,,High,Unsatisfactory,,0.1517,39.5,873.3,7.9
SOAD11287,Navaldia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,3.467,0.167,,1964.0,,0.12017,0.0,,,,,Low,Not Rated,18/06/2014,0.108,28.6,4.8,
SOAD13079,Navaldia,No,Flood Risk Reduction,Earth,6.745,0.245,8996.0,1971.0,,0.05122,0.0,,,,,Low,Not Rated,18/06/2014,0.0819,45.9,15.0,
SOAD13258,Navaldia,No,Recreation,Earth,4.499,0.3,,1930.0,,0.09653,0.0,,,,,Low,Not Rated,18/06/2014,0.0767,30.7,20.9,4.4
SOAD13367,Navaldia,No,Tailings,Earth,12.097,0.15,65000.0,1987.0,2005O,0.04137,0.0,Uncontrolled,06/03/2003,,,Low,Not Rated,18/06/2014,0.0692,14.2,22.9,
SOAD13444,Navaldia,Yes,Recreation,Earth,3.059,0.467,,,2008O,0.0906199999999999,0.0,Uncontrolled,04/06/2015,5.0,,Low,Not Rated,,0.0805,31.6,15.0,4.6
SOAD13664,Navaldia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,6.866,0.291,,1975.0,,0.03546,0.0,,,,,Low,Not Rated,18/06/2014,0.0643,12.7,18.6,
SOAD13814,Navaldia,No,Water Supply,Earth,8.759,0.158,,1976.0,,0.04334,0.0,,,,,Low,Not Rated,18/06/2014,0.0835,30.7,22.5,9.6
SOAD13874,Navaldia,Yes,Recreation,Earth,7.134,0.125,,1900.0,,0.03546,21.30632,,08/11/2019,2.0,,Significant,Unsatisfactory,,0.1789,37.6,326.3,3.0
SOAD14022,Navaldia,Yes,,Earth,11.673,0.16,,1984.0,,0.0,1853.64984,Uncontrolled,14/02/2018,2.0,,High,Not Rated,14/02/2023,0.1427,27.2,674.5,
SOAD14187,Navaldia,No,Recreation,Earth,5.797,0.538,17212.0,1965.0,,0.41173,0.0,,,,,Low,Not Rated,18/06/2014,0.124,484.8,12.4,8.4
SOAD14889,Navaldia,No,Recreation,Earth,4.367,0.1,,1972.0,,0.0,0.0,,,,,Low,Not Rated,18/06/2014,0.0855,23.7,18.5,4.7
SOAD15662,Navaldia,Yes,Other,Earth,7.423,0.117,,1978.0,,0.03349,0.0,,29/11/2019,5.0,,Low,Satisfactory,,0.0383,12.7,18.7,
SOAD17070,Navaldia,No,Recreation,Earth,4.766,0.244,,1976.0,,0.0,3632.72756,,,,25.18,Low,Not Rated,18/06/2014,0.081,21.8,222.3,4.1
SOAD19871,Navaldia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,8.668,0.095,,1963.0,,0.0,5.32658,,,,,Low,Not Rated,18/06/2014,0.1039,7.8,13.7,
SOAD20072,Navaldia,No,Irrigation,Buttress,3.21,0.053,,1920.0,,0.0,0.0,,23/04/1976,,,Low,Not Rated,18/06/2014,0.0918,29.4,18.6,46.0
SOAD01994,Navaldia,No,Water Supply,Earth,16.102,0.449,,1975.0,,0.02561,0.0,,,,4.79,Low,Not Rated,18/06/2014,0.0919,28.0,401.7,18.9
SOAD02250,Navaldia,No,Other,Earth,11.299,0.843,,1980.0,,0.0,8349.41415,,,,,Low,Not Rated,18/06/2014,0.1089,32.5,15.7,
SOAD02297,Navaldia,No,Flood Risk Reduction,Earth,9.478,0.261,18509.0,1983.0,,0.0,0.0,,,,,Low,Not Rated,18/06/2014,0.1211,6.7,22.1,
SOAD04601,Navaldia,No,,Earth,4.78,0.128,60175.0,2007.0,,0.04334,,Uncontrolled,,,,Low,Not Rated,18/06/2014,0.088,27.0,20.2,
SOAD06083,Navaldia,No,Irrigation,Earth,6.748,0.117,,1968.0,,0.0,0.0,,,,,Low,Not Rated,18/06/2014,0.0768,20.1,14.2,10.1
SOAD06643,Navaldia,Yes,Recreation,Earth,4.514,0.157,,1967.0,1974H,0.0591,0.0,Uncontrolled,04/12/2018,5.0,,High,Fair,08/04/2019,0.0789,34.1,753.4,4.3
SOAD08921,Navaldia,Yes,Recreation,Earth,8.425,0.269,,1973.0,,0.05713,13.31645,Uncontrolled,13/05/2020,1.0,,High,Poor,,0.1266,22.4,480.5,9.5
SOAD09215,Navaldia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,5.236,0.167,,,,0.04925,7.98987,,,,,Low,Not Rated,18/06/2014,0.0721,22.6,16.9,
SOAD10147,Navaldia,No,Recreation,Earth,5.634,0.167,,1967.0,,0.0,0.0,,05/05/2009,2.0,,Significant,Not Rated,18/06/2014,0.1499,45.8,169.6,2.9
SOAD11107,Navaldia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,9.16,0.062,,1968.0,,0.0,4269.25387,,,,19.97,Low,Not Rated,18/06/2014,0.108,8.9,322.0,
SOAD11489,Navaldia,No,Water Supply,Earth,2.477,0.298,,1962.0,,0.08274,0.0,,,,,Low,Not Rated,18/06/2014,0.097,12.5,23.4,43.9
SOAD11626,Navaldia,No,Recreation,Earth,8.678,0.36,16205.0,1976.0,,0.0,0.0,,,,,Low,Not Rated,18/06/2014,0.0759,39.0,13.9,5.7
SOAD11930,Navaldia,No,Flood Risk Reduction,Earth,7.31,0.207,13980.0,1970.0,,0.0591,2.66329,,,,,Low,Not Rated,18/06/2014,0.0782,33.9,19.6,
SOAD12461,Navaldia,No,,Earth,4.683,0.22,30000.0,1992.0,2007S,0.05516,7.98987,Uncontrolled,09/08/2007,,,Low,Not Rated,18/06/2014,0.1192,28.2,19.4,
SOAD13184,Navaldia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,12.243,0.2,,1977.0,,0.03349,0.0,Uncontrolled,15/02/2011,2.0,,Significant,Not Rated,15/02/2016,0.1585,16.8,79.2,
SOAD13500,Navaldia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,7.08,0.51,,1962.0,,0.03743,0.0,,,,,Low,Not Rated,18/06/2014,0.1189,38.4,22.8,
SOAD13749,Navaldia,Yes,Water Supply,Earth,2.692,0.333,,1902.0,2006S,0.0925899999999999,34.62277,,11/07/2016,5.0,,Low,Not Rated,,0.0602,47.4,14.3,31.1
SOAD13942,Navaldia,Yes,Flood Risk Reduction,Earth,12.603,0.0,,,,0.0,0.0,,,,,Low,Not Rated,18/06/2014,0.1099,15.1,16.9,
SOAD14172,Navaldia,No,Other,Earth,10.691,0.108,10110.0,1982.0,,0.0,0.0,,,,,Low,Not Rated,18/06/2014,0.0825,21.9,18.3,
SOAD14646,Navaldia,Yes,Other,Earth,7.029,1.067,,1948.0,,0.07683,0.0,Uncontrolled,08/06/2023,5.0,,Significant,Not Rated,12/07/2021,0.1403,12.5,209.8,
SOAD16102,Navaldia,Yes,Recreation,Earth,8.074,0.089,,1948.0,2013S,0.0788,2.66329,,28/07/2020,2.0,,Significant,Fair,,0.1495,36.1,194.6,9.3
SOAD20563,Navaldia,No,Water Supply,Earth,7.796,0.167,,1976.0,,0.0,0.0,,,,,Low,Not Rated,18/06/2014,0.0676,10.8,9.7,36.6
SOAD02157,Navaldia,No,Recreation,Earth,4.333,0.207,,1925.0,1989O,0.0394,2.66329,Uncontrolled,02/06/2010,,,Significant,Not Rated,02/06/2015,0.1502,22.1,387.6,4.6
SOAD03301,Navaldia,Yes,Other,Earth,12.465,0.09,,1989.0,,0.04137,2.66329,,19/11/2020,1.0,,High,Fair,,0.1265,47.5,762.5,
SOAD06787,Navaldia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,4.021,0.257,,1965.0,,0.06107,0.0,,,,,Low,Not Rated,18/06/2014,0.0891,30.3,23.2,
SOAD07055,Navaldia,Yes,,,5.773,0.891,,2014.0,,0.06501,0.0,Uncontrolled,30/03/2023,5.0,,High,Satisfactory,15/08/2023,0.0649,25.0,599.7,
SOAD07364,Navaldia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,8.567,0.155,5469.0,1977.0,,0.0,0.0,,,,1.64,Low,Not Rated,18/06/2014,0.0934,28.5,532.2,
SOAD07374,Navaldia,No,Recreation,Earth,6.207,0.173,,1968.0,,0.08077,0.0,,,,,Low,Not Rated,18/06/2014,0.0717,29.3,15.3,7.1
SOAD07987,Navaldia,No,Recreation,Earth,9.293,0.16,10395.0,1978.0,,0.0,0.0,,,,,Low,Not Rated,18/06/2014,0.1099,13.8,11.0,6.8
SOAD09235,Navaldia,No,Irrigation,Earth,2.718,0.921,,1974.0,,0.0,0.0,,,,,Low,Not Rated,18/06/2014,0.0781,29.1,12.6,30.7
SOAD09246,Navaldia,No,Debris Control,Earth,6.543,0.133,,1965.0,,0.0394,0.0,,,,,Low,Not Rated,18/06/2014,0.1025,39.0,5.5,
SOAD10495,Navaldia,No,,Earth,4.249,0.43,,1952.0,,0.12608,0.0,,,,,Low,Not Rated,18/06/2014,0.0713,16.0,9.7,
SOAD10529,Navaldia,No,,Earth,6.325,0.183,,1962.0,,0.05713,0.0,,,,,Low,Not Rated,18/06/2014,0.1104,22.8,20.4,
SOAD10816,Navaldia,Yes,Recreation,Earth,3.706,0.15,,1931.0,,0.07289,13.31645,Uncontrolled,26/07/2018,5.0,,Low,Fair,,0.0554,26.8,11.1,7.7
SOAD11468,Navaldia,No,,Earth,4.695,0.1,,1960.0,,0.0,0.0,,,,3.23,Low,Not Rated,18/06/2014,0.1158,26.1,491.1,
SOAD12912,Navaldia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,8.751,0.167,,1963.0,,0.0,0.0,,25/02/1974,,,Low,Not Rated,18/06/2014,0.123,45.2,16.5,
SOAD13309,Navaldia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,6.35,0.313,,1967.0,,0.0,0.0,,,,,Low,Not Rated,18/06/2014,0.0941,25.0,13.5,
SOAD13467,Navaldia,Yes,Recreation,Earth,3.688,0.06,,1951.0,,0.10638,2.66329,Uncontrolled,27/05/2021,2.0,,High,Poor,28/02/2020,0.1343,31.6,868.3,6.6
SOAD14191,Navaldia,Yes,Recreation,Earth,2.518,0.083,,,,0.12017,2.66329,Uncontrolled,16/10/2017,2.0,,Significant,Not Rated,,0.1578,22.3,343.7,4.1
SOAD14374,Navaldia,Yes,Other,Earth,6.729,1.0,,1976.0,,0.0,0.0,,,,,Low,Not Rated,18/06/2014,0.072,27.2,22.3,
SOAD14621,Navaldia,No,Other,Earth,9.86,0.194,,1984.0,,0.0,3851.11734,,,,,Low,Not Rated,18/06/2014,0.1177,43.3,15.8,
SOAD14649,Navaldia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,3.029,0.201,,1973.0,,0.08471,0.0,,,,,Low,Not Rated,18/06/2014,0.0839,13.2,8.3,
SOAD15316,Navaldia,No,Recreation,Earth,8.623,0.18,,,,0.02364,,Uncontrolled,14/09/2020,4.0,6.66,Low,Fair,14/09/2020,0.0541,29.5,134.9,3.9
SOAD15365,Navaldia,Yes,Recreation,Earth,3.256,0.085,,1947.0,,0.14578,2.66329,,28/07/2020,2.0,,Significant,Poor,,0.149,30.4,55.4,5.9
SOAD15704,Navaldia,No,Water Supply,Earth,3.604,0.2,,1963.0,,0.0,0.0,,,,,Low,Not Rated,18/06/2014,0.1016,39.5,9.0,39.7
SOAD17353,Navaldia,No,Recreation,Earth,6.775,0.168,5257.0,1979.0,,0.0,0.0,,,,7.96,Low,Not Rated,18/06/2014,0.108,17.9,111.4,3.7
SOAD18295,Navaldia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,4.603,0.2,,1950.0,,0.08077,0.0,,,,,Low,Not Rated,18/06/2014,0.0789,30.0,9.0,
SOAD19187,Navaldia,Yes,Water Supply,Buttress,4.304,0.1,,1957.0,,0.0,0.0,,04/04/1979,,1.56,Low,Not Rated,18/06/2014,0.0662,31.2,513.0,40.7
SOAD19589,Navaldia,Yes,Flood Risk Reduction,Earth,8.779,0.387,17100.0,1976.0,,0.02561,2.66329,Uncontrolled,15/05/2019,5.0,11.46,Significant,Fair,03/09/2019,0.0971,12.1,367.5,
SOAD01914,Navaldia,No,Water Supply,Earth,5.014,0.1,,1971.0,,0.08471,0.0,,,,,Low,Not Rated,18/06/2014,0.0771,39.6,12.0,50.4
SOAD01927,Navaldia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,5.698,0.188,,1957.0,,0.0,2.66329,,,,,Low,Not Rated,18/06/2014,0.0606,5.4,20.8,
SOAD02261,Navaldia,No,Recreation,Earth,2.916,0.283,,1963.0,,0.08077,0.0,,,,,Low,Not Rated,18/06/2014,0.0684,33.5,10.3,3.7
SOAD02975,Navaldia,Yes,Flood Risk Reduction,Earth,8.746,0.1,,1991.0,,0.05516,15.97974,,03/07/2017,5.0,,Low,Satisfactory,,0.0469,5.6,9.1,
SOAD03151,Navaldia,No,,Earth,7.276,0.256,23447.0,1968.0,,0.0,0.0,,,,,Low,Not Rated,18/06/2014,0.1071,11.4,10.6,
SOAD03314,Navaldia,No,Water Supply,Earth,7.826,0.183,,1966.0,,0.04137,0.0,,,,,Low,Not Rated,18/06/2014,0.0589,42.8,17.7,11.7
SOAD04029,Navaldia,No,Recreation,Earth,10.738,0.141,,1979.0,,0.0,623.2098599999999,,,,,Low,Not Rated,18/06/2014,0.0582,29.0,17.6,5.9
SOAD04490,Navaldia,No,Recreation,Earth,3.498,0.237,,1965.0,,0.09653,0.0,,,,,Low,Not Rated,18/06/2014,0.1145,44.8,6.1,8.4
SOAD05831,Navaldia,No,,Earth,5.946,0.233,,1964.0,,0.0453099999999999,0.0,,,,,Low,Not Rated,18/06/2014,0.0603,17.1,11.0,
SOAD08317,Navaldia,No,Recreation,Earth,6.163,0.0,,1965.0,,0.0906199999999999,0.0,,,,,Low,Not Rated,18/06/2014,0.1183,10.7,18.8,6.2
SOAD08555,Navaldia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,9.211,0.192,13392.0,1974.0,,0.0,0.0,,,,9.78,Low,Not Rated,18/06/2014,0.0975,41.7,471.3,
SOAD08826,Navaldia,Yes,Recreation,Earth,8.672,0.18,16804.0,1989.0,2009H,0.03546,0.0,Uncontrolled,15/03/2023,5.0,0.0,High,Poor,15/08/2023,0.0773,26.2,348.9,3.5
SOAD09219,Navaldia,Yes,,Earth,3.032,0.15,3000.0,,,0.04925,5.32658,Uncontrolled,,,,Low,Not Rated,07/10/2015,0.1131,33.7,17.1,
SOAD10032,Navaldia,Yes,Flood Risk Reduction,Earth,12.052,0.075,,2011.0,,0.0,2.66329,Uncontrolled,27/10/2022,5.0,,High,Fair,28/04/2023,0.07,18.2,674.7,
SOAD11369,Navaldia,No,Irrigation,Earth,4.326,0.0,,,,0.0,0.0,,,,,Low,Not Rated,18/06/2014,0.1061,44.9,21.3,3.7
SOAD11938,Navaldia,No,Other,Earth,10.445,0.106,,1979.0,,0.0,7896.65485,,,,20.95,Low,Not Rated,18/06/2014,0.0996,38.3,166.4,
SOAD12027,Navaldia,No,Irrigation,Earth,4.748,0.107,,1964.0,,0.0,0.0,,01/04/1974,,,Low,Not Rated,18/06/2014,0.1301,37.6,5.4,5.4
SOAD12424,Navaldia,No,,Earth,5.087,0.0,,1963.0,,0.0,0.0,,26/07/2006,,,Low,Not Rated,18/06/2014,0.0676,46.2,12.3,
SOAD13844,Navaldia,No,,Earth,3.499,0.293,,1956.0,,0.08274,0.0,,,,,Low,Not Rated,18/06/2014,0.0968,29.5,14.0,
SOAD15217,Navaldia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,4.711,0.132,,1968.0,,0.0,0.0,,,,,Low,Not Rated,18/06/2014,0.1176,16.3,17.2,
SOAD16747,Navaldia,No,Water Supply,Earth,2.516,0.267,,1968.0,,0.08668,0.0,,,,,Low,Not Rated,18/06/2014,0.1212,38.4,22.9,53.8
SOAD19706,Navaldia,Yes,Water Supply,Earth,9.424,0.097,,1885.0,,0.02561,7.98987,,09/06/2020,1.0,,High,Fair,,0.1027,12.6,814.3,41.3
SOAD20093,Navaldia,Yes,Recreation,Other,3.272,0.11,,1976.0,,0.10638,1563.35123,Uncontrolled,11/10/2016,5.0,,Significant,Not Rated,11/10/2021,0.1236,19.3,438.5,6.6
SOAD20641,Navaldia,No,Recreation,Earth,5.051,0.33,,1963.0,,0.06895,0.0,,,,,Low,Not Rated,18/06/2014,0.0728,9.4,5.4,6.7
SOAD20751,Navaldia,No,Recreation,Earth,5.864,0.267,,1965.0,,0.0886499999999999,0.0,,,,,Low,Not Rated,18/06/2014,0.1216,15.4,12.7,7.6
SOAD00033,Navaldia,Yes,Recreation,Earth,4.938,0.158,,1921.0,,0.08274,23.96961,,29/03/2021,2.0,,Significant,Poor,,0.153,18.4,394.2,3.4
SOAD01325,Navaldia,No,Irrigation,Earth,3.216,0.533,,1962.0,,0.0,0.0,,,,,Low,Not Rated,18/06/2014,0.0746,41.6,12.7,35.9
SOAD01553,Navaldia,No,Recreation,Earth,6.155,0.0,,1958.0,,0.08471,0.0,,,,,Low,Not Rated,18/06/2014,0.1038,37.6,15.6,3.8
SOAD01959,Navaldia,Yes,Recreation,Earth,4.743,0.18,,1919.0,,0.06895,2.66329,,12/08/2020,1.0,,High,Satisfactory,,0.0854,34.4,907.2,3.0
SOAD02463,Navaldia,Yes,Flood Risk Reduction,Earth,7.576,0.093,23000.0,1997.0,,0.0,13.31645,Uncontrolled,24/01/2019,5.0,0.0,High,Fair,18/06/2014,0.073,45.3,906.0,
SOAD02957,Navaldia,No,Recreation,Earth,5.175,0.267,30000.0,1977.0,,0.0,0.0,Uncontrolled,,,16.67,Low,Not Available,,0.0629,19.0,96.6,6.3
SOAD03815,Navaldia,No,Irrigation,Earth,8.304,0.1,,1971.0,,0.0,0.0,,04/04/1972,,,Low,Not Rated,18/06/2014,0.0687,26.7,5.5,2.6
SOAD07176,Navaldia,Yes,Recreation,Earth,3.34,0.267,,1964.0,1986H,0.21473,2.66329,Uncontrolled,10/05/2022,2.0,,Significant,Poor,27/07/2022,0.1442,39.6,122.4,8.2
SOAD07669,Navaldia,No,,Earth,8.422,0.187,,1992.0,2004S,0.07486,0.0,Uncontrolled,,,,Significant,Not Rated,20/04/2017,0.1686,45.4,139.8,
SOAD07744,Navaldia,No,,Earth,4.739,0.173,,1958.0,,0.07683,0.0,,,,,Low,Not Rated,18/06/2014,0.0961,18.2,10.6,
SOAD08978,Navaldia,No,,,7.208,,,,,,,,,,,Low,Not Available,,0.0654,18.2,11.2,
SOAD10725,Navaldia,No,Recreation,Earth,6.789,0.303,,1968.0,,0.0,5.32658,,,,13.02,Low,Not Rated,18/06/2014,0.1164,15.6,466.5,6.1
