ID,Region,Regulated Dam,Primary Purpose,Primary Type,Height (m),Length (km),Volume (m3),Year Completed,Years Modified,Surface (km2),Drainage (km2),Spillway,Last Inspection Date,Inspection Frequency,Distance to Nearest City (km),Hazard,Assessment,Assessment Date,Probability of Failure,Loss given failure - prop (Qm),Loss given failure - liab (Qm),Loss given failure - BI (Qm)
SOAD00509,Lyndrassia,Yes,Irrigation,Earth,3.349,0.033,,1964.0,,,122.51134,,,,18.74,Low,,,0.1007,11.7,327.1,5.4
SOAD01207,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,8.572,0.09,,1915.0,,,,,,,14.42,Low,,,0.0602,13.8,330.3,
SOAD02501,Lyndrassia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,10.971,0.097,11500.0,2002.0,,0.00788,135.82779,Uncontrolled,01/09/2002,0.0,,Low,Not Rated,,0.0868,10.8,22.9,
SOAD02739,Lyndrassia,No,Grade Stabilization,Earth,7.702,0.217,12779.0,1974.0,,0.00788,881.54899,Uncontrolled,,5.0,,Significant,Not Rated,,0.1402,46.5,285.4,
SOAD02880,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,7.179,0.267,,1950.0,,,,,,,53.68,Low,,,0.0683,11.1,64.2,
SOAD04386,Lyndrassia,No,Flood Risk Reduction,Earth,10.976,0.162,15052.0,2000.0,,0.02561,279.64545,Uncontrolled,,1.0,,Low,Not Rated,,0.1188,26.9,5.1,
SOAD04406,Lyndrassia,No,Recreation,Earth,11.099,,0.0,,,0.02561,284.97203,,,0.0,0.0,Low,Not Rated,,0.087,5.0,494.2,7.9
SOAD04768,Lyndrassia,No,Recreation,Earth,9.074,,0.0,1968.0,,0.03349,122.51134,,,0.0,22.78,Low,Not Rated,,0.0695,14.2,181.0,9.5
SOAD04816,Lyndrassia,No,Grade Stabilization,Earth,8.965,0.187,6700.0,1977.0,,0.00788,687.12882,,,0.0,,Low,Not Rated,,0.1182,6.3,5.4,
SOAD04904,Lyndrassia,No,Fish and Wildlife Pond,Earth,9.314,0.14,10702.0,1980.0,,0.01773,356.88086,Uncontrolled,,0.0,,Low,Not Rated,,0.0953,9.4,13.0,
SOAD05115,Lyndrassia,No,Recreation,Earth,9.004,,0.0,1977.0,,0.03152,311.60493,,,0.0,1.59,Low,Not Rated,,0.087,39.2,485.6,3.3
SOAD05678,Lyndrassia,No,Recreation,Earth,8.374,,0.0,,,0.03349,234.36952,,,0.0,0.0,Low,Not Rated,,0.1132,26.8,670.5,4.9
SOAD06418,Lyndrassia,No,Other,Earth,8.647,,0.0,1936.0,,0.03546,138.49108,,,0.0,35.16,Low,Not Rated,,0.0737,44.8,191.2,
SOAD06816,Lyndrassia,Yes,Irrigation,Earth,8.782,0.083,,1952.0,,,,,,,29.4,Low,,,0.114,12.3,153.8,15.5
SOAD07624,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,3.525,0.067,,1950.0,,,,,,,12.65,Low,,,0.1056,11.4,397.4,
SOAD07937,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,6.713,0.167,,1947.0,,,,,,,9.91,Low,,,0.1084,21.4,232.4,
SOAD08231,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,6.977,0.017,,1950.0,,,,,,,74.8,Low,,,0.108,18.2,89.1,
SOAD08292,Lyndrassia,No,Flood Risk Reduction,Earth,10.897,0.16,17796.0,2006.0,,0.08077,1086.62232,Controlled,,0.0,,Low,Not Rated,,0.1161,47.4,21.3,
SOAD08390,Lyndrassia,No,,,8.761,,0.0,,,0.03349,295.62519,,,0.0,4.83,Low,Not Rated,,0.0724,10.4,831.5,
SOAD08391,Lyndrassia,Yes,Irrigation,Earth,10.363,0.15,,1975.0,,,2.66329,,,,40.87,Low,,,0.0831,10.0,229.3,5.5
SOAD08626,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,6.009,0.078,,1947.0,,,,,,,23.48,Low,,,0.0709,12.3,124.4,
SOAD09170,Lyndrassia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,11.629,,0.0,1977.0,,0.02364,876.22241,,,0.0,7.79,Low,Not Rated,,0.1063,22.9,300.2,
SOAD09762,Lyndrassia,Yes,Irrigation,Earth,5.041,0.115,,1965.0,,,37.28606,,,,50.2,Low,,,0.079,12.6,171.5,3.1
SOAD09889,Lyndrassia,No,Flood Risk Reduction,Earth,7.564,0.138,7925.0,1989.0,,0.01773,748.38449,Uncontrolled,,1.0,,Low,Not Rated,,0.1206,43.7,18.3,
SOAD10133,Lyndrassia,No,Flood Risk Reduction,Earth,10.196,0.143,20070.0,1994.0,,0.06698,1398.22725,Uncontrolled,,0.0,,Low,Not Rated,,0.0943,35.4,17.1,
SOAD10230,Lyndrassia,No,Recreation,Earth,9.081,,0.0,1964.0,,0.03349,458.08588,,,0.0,29.67,Low,Not Rated,,0.1263,30.9,389.2,6.1
SOAD10283,Lyndrassia,No,Recreation,,8.663,0.067,0.0,,,0.03349,,,27/03/1995,0.0,0.0,Significant,Not Rated,,0.1354,18.1,404.0,5.1
SOAD10487,Lyndrassia,No,Flood Risk Reduction,Gravity,5.391,0.154,6000.0,,,0.05319,7.98987,,05/09/2018,5.0,,Low,Not Rated,,0.0589,40.1,8.2,
SOAD10930,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,10.428,0.044,,1940.0,,,,,,,21.03,Low,,,0.1078,20.4,100.0,
SOAD11053,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,6.881,0.058,,1960.0,,,,,,,5.04,Low,,,0.0812,4.8,229.1,
SOAD11341,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,7.251,0.05,,1940.0,,,,,,,53.95,Low,,,0.0586,9.7,167.6,
SOAD11444,Lyndrassia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,9.15,,0.0,,,0.03349,367.53402,,,0.0,6.28,Low,Not Rated,,0.0693,7.3,436.7,
SOAD11589,Lyndrassia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,8.999,,0.0,1951.0,,0.03349,300.95177,,,0.0,1.56,Low,Not Rated,,0.1121,30.7,816.3,
SOAD11984,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,3.58,0.233,,1960.0,,,,,,,12.66,Low,,,0.113,17.9,191.8,
SOAD12147,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,3.537,0.07,,1958.0,,,,,,,0.0,Low,,,0.0776,7.0,210.5,
SOAD12277,Lyndrassia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,8.589,,0.0,1977.0,,0.03349,178.44043,,,0.0,29.36,Low,Not Rated,,0.0992,21.2,169.1,
SOAD12368,Lyndrassia,No,Flood Risk Reduction,Earth,8.56,0.145,7766.0,1990.0,,0.00788,146.48095,Uncontrolled,,1.0,,Low,Not Rated,,0.0985,24.4,23.3,
SOAD12454,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,6.113,0.05,,1950.0,,,,,,,55.41,Low,,,0.117,11.8,152.5,
SOAD12673,Lyndrassia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,8.912,,0.0,1957.0,,0.03349,189.09359,,,0.0,38.74,Low,Not Rated,,0.1037,22.8,208.1,
SOAD13804,Lyndrassia,No,Recreation,Earth,9.16,,0.0,1929.0,,0.03349,508.68839,,,0.0,1.56,Low,Not Rated,,0.0698,20.0,433.0,4.5
SOAD14107,Lyndrassia,No,Flood Risk Reduction,Earth,9.823,0.137,17875.0,1999.0,,0.0591,2114.65226,Uncontrolled,26/03/1999,5.0,,Low,Not Rated,,0.0736,45.2,14.4,
SOAD14642,Lyndrassia,No,Flood Risk Reduction,Earth,9.04,,0.0,1954.0,,0.03349,3267.85683,,,0.0,0.0,High,Not Rated,,0.0888,33.9,841.3,
SOAD15353,Lyndrassia,No,Flood Risk Reduction,Earth,11.333,0.167,22666.0,2010.0,,0.06895,905.5186,Uncontrolled,,0.0,,Low,Not Rated,,0.1091,20.3,15.7,
SOAD15390,Lyndrassia,No,Other,Earth,8.34,,0.0,1977.0,,0.03349,564.61748,,,0.0,15.56,Low,Not Rated,,0.0724,30.3,180.0,
SOAD15488,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,3.376,0.033,,1965.0,,,,,,,77.36,Low,,,0.1081,5.0,124.7,
SOAD15557,Lyndrassia,No,Flood Risk Reduction,Earth,12.204,0.183,21818.0,2005.0,,0.04137,239.6961,Uncontrolled,,0.0,,Low,Not Rated,,0.0602,32.1,23.4,
SOAD16927,Lyndrassia,No,Debris Control,Earth,8.841,,0.0,1975.0,,0.03546,511.35168,,,0.0,26.0,Low,Not Rated,,0.0757,42.3,267.1,
SOAD18395,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,7.321,0.058,,1930.0,,,,,,,81.66,Low,,,0.0731,15.0,144.5,
SOAD19192,Lyndrassia,No,Recreation,Earth,10.775,,0.0,1979.0,,0.02561,175.77714,,,0.0,10.83,High,Not Rated,,0.131,10.9,278.9,3.2
SOAD19224,Lyndrassia,No,Recreation,Earth,8.687,,0.0,1978.0,,0.03152,601.90354,,,0.0,0.0,High,Not Rated,,0.1441,5.3,387.6,4.5
SOAD19285,Lyndrassia,No,Recreation,Earth,8.509,,0.0,1970.0,,0.03349,117.18476,,,0.0,6.31,Low,Not Rated,,0.0949,22.9,163.0,6.0
SOAD19345,Lyndrassia,No,Debris Control,Earth,8.806,,0.0,1974.0,,0.03349,921.49834,,,0.0,0.0,Low,Not Rated,,0.0824,17.4,901.8,
SOAD19418,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,5.262,0.067,,1963.0,,,42.61264,Uncontrolled,,,137.73,Low,,,0.0889,14.0,108.0,
SOAD19479,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,5.119,0.067,,1948.0,,,,,,,13.97,Low,,,0.0517,15.8,400.9,
SOAD19560,Lyndrassia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,8.666,,0.0,1963.0,,0.03152,545.9744499999999,,,0.0,15.72,Low,Not Rated,,0.1,10.1,397.2,
SOAD19612,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,2.777,0.033,,1969.0,,,,,,,71.38,Low,,,0.0775,15.4,226.4,
SOAD20473,Lyndrassia,No,Other,Earth,9.063,,0.0,,,0.03349,287.63532,,,0.0,6.13,Low,Not Rated,,0.0862,19.5,333.3,
SOAD00124,Lyndrassia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,8.759,,0.0,,,0.03349,250.34926,,,0.0,0.0,Low,Not Rated,,0.0819,32.8,239.4,
SOAD00376,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,9.013,0.2,,1947.0,,,,,,,0.0,Low,,,0.0612,20.9,633.5,
SOAD00484,Lyndrassia,No,Recreation,Earth,8.394,,0.0,,,0.03349,186.4303,,,0.0,0.0,Low,Not Rated,,0.1057,34.5,758.5,9.2
SOAD00942,Lyndrassia,No,Grade Stabilization,Earth,13.066,0.08,9229.0,2007.0,,0.00788,189.09359,Uncontrolled,10/01/2008,0.0,,Low,Not Rated,,0.0764,33.7,18.9,
SOAD01098,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,6.831,0.05,,1976.0,,,,,,,17.51,Low,,,0.0787,10.0,392.5,
SOAD01112,Lyndrassia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,8.592,,0.0,1977.0,,0.03152,175.77714,,,0.0,1.58,High,Not Rated,,0.1284,17.9,809.0,
SOAD01416,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,8.995,0.083,,1928.0,,,,,,,28.4,Low,,,0.1011,13.3,355.5,
SOAD01502,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,5.129,0.083,,1965.0,,,2.66329,Uncontrolled,,,16.33,Low,,,0.0866,20.0,211.5,
SOAD01686,Lyndrassia,No,Irrigation,Earth,6.866,,0.0,1966.0,,0.04137,663.15921,,,0.0,0.0,Low,Not Rated,,0.1167,40.1,729.9,34.9
SOAD01699,Lyndrassia,No,Flood Risk Reduction,Earth,7.217,0.122,10930.0,1962.0,,0.03546,1640.58664,Uncontrolled,,0.0,,Low,Not Rated,,0.0735,41.6,13.6,
SOAD01947,Lyndrassia,No,Fish and Wildlife Pond,Earth,14.941,0.3,21883.0,2009.0,,0.01773,181.10372,Uncontrolled,06/04/2009,0.0,,Low,Not Rated,,0.0629,44.1,16.2,
SOAD02082,Lyndrassia,No,Flood Risk Reduction,Earth,10.624,0.123,17375.0,1958.0,,0.00788,2673.94316,Uncontrolled,,0.0,,Low,Not Rated,,0.0961,18.5,7.9,
SOAD02380,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,5.316,0.067,,1960.0,,,,,,,23.49,Low,,,0.1145,15.9,163.3,
SOAD02991,Lyndrassia,No,Debris Control,Earth,8.372,,0.0,1970.0,,0.03349,455.42259,,,0.0,5.04,High,Not Rated,,0.125,20.7,125.0,
SOAD03163,Lyndrassia,Yes,Recreation,Earth,8.002,0.067,,1964.0,,,21.30632,Uncontrolled,01/01/1969,,168.64,Low,,,0.0883,16.2,165.6,7.5
SOAD03165,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,7.789,0.067,,1948.0,,,,,,,60.43,Low,,,0.1004,18.2,209.6,
SOAD03561,Lyndrassia,No,Recreation,Earth,9.16,,0.0,1950.0,,0.03349,399.4935,,,0.0,1.58,Low,Not Rated,,0.0758,34.3,113.3,3.1
SOAD03634,Lyndrassia,No,Grade Stabilization,Earth,8.732,0.173,6990.0,1968.0,,0.02561,186.4303,Uncontrolled,,0.0,,Low,Not Rated,,0.1254,20.8,6.0,
SOAD04541,Lyndrassia,No,Recreation,Earth,8.347,,0.0,1965.0,,0.03546,1169.18431,,,0.0,0.0,Low,Not Rated,,0.112,10.9,230.8,6.0
SOAD04774,Lyndrassia,No,Recreation,Earth,7.078,,0.0,1964.0,,0.04334,2527.46221,,,0.0,0.0,Low,Not Rated,,0.0844,43.0,328.6,8.7
SOAD05118,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,15.395,0.217,95000.0,1983.0,,0.06107,0.0,Uncontrolled,03/05/2022,5.0,21.5,Low,Not Rated,21/12/2007,0.078,19.6,183.9,
SOAD05167,Lyndrassia,No,Flood Risk Reduction,Earth,9.443,0.157,21556.0,1964.0,,0.00788,141.15437,Uncontrolled,,0.0,,Low,Not Rated,,0.062,11.4,12.4,
SOAD06236,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,7.138,0.3,,1963.0,,,7.98987,Uncontrolled,,,0.0,Low,,,0.1031,17.1,398.1,
SOAD06441,Lyndrassia,Yes,Recreation,Earth,6.993,0.067,,1969.0,,,5.32658,,,,77.88,Low,,,0.0934,16.9,186.7,8.4
SOAD06668,Lyndrassia,No,Recreation,Earth,7.041,,0.0,1968.0,,0.04137,577.93393,,,0.0,0.0,Low,Not Rated,,0.0938,7.8,165.1,3.7
SOAD06709,Lyndrassia,No,Flood Risk Reduction,Gravity,6.819,0.132,6562.0,1937.0,1937,0.12805,5.32658,,01/09/2017,5.0,43.44,Low,Not Rated,,0.1,22.4,169.4,
SOAD06811,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,4.247,0.05,,1965.0,,,,,,,144.52,Low,,,0.0518,17.7,226.0,
SOAD06901,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,5.202,0.05,,1950.0,,,,,,,72.92,Low,,,0.0794,16.3,102.9,
SOAD06997,Lyndrassia,No,Other,Earth,8.776,,0.0,,,0.03152,111.85818,,,0.0,50.59,High,Not Rated,,0.1274,14.1,187.1,
SOAD07089,Lyndrassia,No,Grade Stabilization,Earth,11.166,0.119,14943.0,1992.0,,0.04925,934.81479,Uncontrolled,,0.0,,Low,Not Rated,,0.106,47.2,9.0,
SOAD07358,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,5.377,0.05,,1960.0,,,,,,,13.19,Low,,,0.0751,17.9,282.8,
SOAD07533,Lyndrassia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,9.291,,0.0,1965.0,,0.03349,268.99229,,,0.0,0.0,Low,Not Rated,,0.126,25.6,220.6,
SOAD07725,Lyndrassia,Yes,Irrigation,Earth,4.195,0.05,,1957.0,,,31.95948,,,,42.01,Low,,,0.0984,14.4,159.5,46.9
SOAD07743,Lyndrassia,No,Other,Earth,8.377,,40000.0,1971.0,,0.00788,143.81766,Uncontrolled,09/02/2000,0.0,4.68,Low,Not Rated,,0.083,46.2,369.3,
SOAD07807,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,4.784,0.05,,1940.0,,,,,,,61.16,Low,,,0.1057,12.1,143.0,
SOAD07994,Lyndrassia,No,Recreation,Earth,8.467,,0.0,,,0.03546,213.0632,,,0.0,41.75,Low,Not Rated,,0.1003,6.1,169.9,4.4
SOAD08036,Lyndrassia,No,Grade Stabilization,Earth,11.981,0.133,11282.0,1996.0,,0.02561,825.6199,Uncontrolled,,0.0,,Low,Not Rated,,0.1034,21.4,14.1,
SOAD08392,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,7.092,0.058,,1948.0,,,,,,,43.57,Low,,,0.0683,7.8,48.6,
SOAD08502,Lyndrassia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,10.772,,0.0,1976.0,,0.01576,189.09359,,19/11/1980,0.0,8.4,High,Not Rated,,0.1122,5.8,343.3,
SOAD09311,Lyndrassia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,9.522,0.133,20000.0,1972.0,,0.00788,388.84034,Uncontrolled,,0.0,,Significant,Not Rated,,0.1747,17.2,66.5,
SOAD09521,Lyndrassia,Yes,Irrigation,Earth,6.184,0.058,,1949.0,,,5.32658,,,,51.39,Low,,,0.0759,21.9,89.7,18.1
SOAD09710,Lyndrassia,No,Recreation,Earth,8.924,,0.0,1966.0,,0.03152,993.40717,,24/04/1980,0.0,7.95,High,Not Rated,,0.1242,9.8,180.8,4.7
SOAD09777,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,5.379,0.067,,1955.0,,,,,,,55.4,Low,,,0.0743,23.0,226.2,
SOAD09844,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,5.429,0.083,,1960.0,,,,,,,19.9,Low,,,0.1058,10.8,260.4,
SOAD10427,Lyndrassia,No,Fish and Wildlife Pond,Earth,11.151,0.193,17137.0,2001.0,,0.01773,894.86544,Uncontrolled,03/08/2001,0.0,,Low,Not Rated,,0.0791,42.9,5.6,
SOAD10932,Lyndrassia,No,Flood Risk Reduction,Earth,8.767,,0.0,1965.0,,0.03152,484.71878,,,0.0,0.0,Low,Not Rated,,0.0699,30.7,214.6,
SOAD10979,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,2.722,0.083,,1945.0,,,,,,,16.75,Low,,,0.1123,20.5,125.6,
SOAD11113,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,5.026,0.083,,1930.0,,,,,,,57.63,Low,,,0.112,23.5,160.1,
SOAD11167,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,7.086,0.033,,1960.0,,,,,,,38.46,Low,,,0.0766,10.3,83.3,
SOAD11248,Lyndrassia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,8.924,,0.0,1966.0,,0.03349,878.8856999999999,,,0.0,0.0,Low,Not Rated,,0.1017,46.0,523.4,
SOAD11307,Lyndrassia,No,Recreation,Earth,8.938,,0.0,,,0.03349,415.47324,,,0.0,0.0,High,Not Rated,,0.1325,21.5,413.1,3.1
SOAD11407,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,6.709,0.015,,1960.0,,,,,,,32.81,Low,,,0.0768,12.1,201.1,
SOAD12260,Lyndrassia,No,Grade Stabilization,Earth,8.062,0.163,5190.0,2005.0,,0.00788,95.87844,Uncontrolled,30/09/2005,0.0,,Low,Not Rated,,0.1024,28.0,13.5,
SOAD12410,Lyndrassia,No,,Gravity,4.892,0.264,9442.0,2003.0,,0.15957,,,23/07/2020,5.0,0.0,Low,Not Rated,,0.0637,11.4,714.7,
SOAD12632,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,7.109,0.043,,1938.0,,,7.98987,Uncontrolled,,,30.33,Low,,,0.1131,15.3,130.4,
SOAD12841,Lyndrassia,No,,Gravity,8.202,0.297,30000.0,,,0.07683,2.66329,Uncontrolled,07/11/2018,5.0,,Low,Satisfactory,07/11/2018,0.0418,28.0,19.9,
SOAD13501,Lyndrassia,No,Recreation,Earth,5.443,,0.0,1968.0,,0.0591,367.53402,,,0.0,0.0,Low,Not Rated,,0.0772,37.5,663.5,3.5
SOAD13900,Lyndrassia,No,Flood Risk Reduction,Earth,9.837,0.117,14905.0,1986.0,,0.06895,2210.5307,Uncontrolled,,0.0,,Low,Not Rated,,0.0677,40.6,12.6,
SOAD13907,Lyndrassia,Yes,Irrigation,Earth,5.011,0.267,,1950.0,,,,,,,20.87,Low,,,0.0779,13.2,287.7,19.4
SOAD13930,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,4.914,0.097,,1960.0,,,,,,,6.65,Low,,,0.0873,10.5,464.5,
SOAD13993,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,5.187,0.067,,1950.0,,,,,,,11.02,Low,,,0.0733,9.7,347.9,
SOAD14838,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,7.036,0.1,,1960.0,,,31.95948,,,,21.48,Low,,,0.106,11.3,279.8,
SOAD16075,Lyndrassia,No,Recreation,Earth,8.496,,0.0,1964.0,,0.03349,388.84034,,,0.0,4.71,Low,Not Rated,,0.1159,29.7,870.4,8.9
SOAD16341,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,5.27,0.133,,1950.0,,,,,,,16.17,Low,,,0.0932,7.4,265.3,
SOAD16361,Lyndrassia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,8.386,,0.0,1954.0,,0.03546,149.14424,,,0.0,0.0,Low,Not Rated,,0.1143,23.8,158.7,
SOAD16609,Lyndrassia,No,Recreation,Earth,9.043,,0.0,1973.0,,0.03152,1744.45495,,,0.0,6.61,High,Not Rated,,0.1101,22.0,103.9,3.5
SOAD16857,Lyndrassia,Yes,,Earth,21.711,0.123,,1975.0,,0.00985,0.0,Uncontrolled,21/01/2021,3.0,0.79,High,Satisfactory,24/11/2009,0.0875,42.6,661.3,
SOAD16992,Lyndrassia,No,Fish and Wildlife Pond,Earth,10.396,0.15,25000.0,1970.0,,0.00788,708.4351399999999,Uncontrolled,,0.0,,Low,Not Rated,,0.0569,29.2,6.9,
SOAD17006,Lyndrassia,Yes,Irrigation,Earth,7.124,0.05,,1950.0,,,,,,,21.43,Low,,,0.0649,16.6,271.7,11.5
SOAD17159,Lyndrassia,No,Grade Stabilization,Earth,11.526,0.133,13101.0,1964.0,,0.04334,498.03523,Uncontrolled,,0.0,,Low,Not Rated,,0.1275,13.4,8.2,
SOAD17573,Lyndrassia,No,Grade Stabilization,Earth,10.429,0.203,10620.0,1977.0,,0.00788,2032.09027,Uncontrolled,,0.0,,Low,Not Rated,,0.0871,6.5,7.0,
SOAD17978,Lyndrassia,No,Recreation,Earth,9.109,,0.0,,,0.03349,1709.83218,,29/04/1981,0.0,0.0,Low,Not Rated,,0.0985,28.1,264.0,5.5
SOAD18031,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,5.064,0.075,,1959.0,,,,,,,49.22,Low,,,0.0758,9.1,153.1,
SOAD18107,Lyndrassia,No,,Gravity,5.831,0.117,7000.0,,,0.0453099999999999,21.30632,,05/09/2018,5.0,,Low,Not Rated,,0.086,46.2,21.4,
SOAD18137,Lyndrassia,No,Flood Risk Reduction,Earth,8.655,0.143,13166.0,1992.0,,0.07486,1504.75885,Uncontrolled,,0.0,,Low,Not Rated,,0.0891,43.8,14.5,
SOAD18276,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,6.92,0.05,,1938.0,,,,,,,70.18,Low,,,0.0696,14.9,155.2,
SOAD18314,Lyndrassia,Yes,Irrigation,Earth,5.243,0.3,,1950.0,,,194.42017,,,,23.04,Low,,,0.072,21.4,399.7,17.1
SOAD18516,Lyndrassia,No,,Gravity,6.625,0.109,7000.0,,,0.17139,5.32658,Uncontrolled,07/11/2018,5.0,,Low,Unsatisfactory,07/11/2018,0.0917,10.4,7.3,
SOAD19026,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,5.334,0.033,,1955.0,,,,,,,63.99,Low,,,0.092,7.2,83.5,
SOAD19215,Lyndrassia,No,Recreation,Earth,8.693,,0.0,,,0.03152,905.5186,,,0.0,0.0,Low,Not Rated,,0.0962,38.9,736.0,6.9
SOAD19270,Lyndrassia,Yes,Recreation,Earth,14.185,0.128,12500.0,1976.0,,0.03546,0.0,Uncontrolled,08/12/2021,3.0,0.0,High,Satisfactory,08/10/2010,0.0937,16.6,603.4,3.6
SOAD19338,Lyndrassia,Yes,Irrigation,Earth,7.117,0.1,,1952.0,,,,,,,28.41,Low,,,0.099,21.5,301.7,37.5
SOAD19470,Lyndrassia,No,Recreation,Earth,8.402,,0.0,1977.0,,0.03152,372.8606,,,0.0,9.27,Low,Not Rated,,0.0926,45.3,190.6,5.8
SOAD19496,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,3.581,0.033,,1956.0,,,,,,,15.99,Low,,,0.0952,7.6,222.2,
SOAD20176,Lyndrassia,Yes,Other,Earth,2.814,0.583,,1960.0,,,,,,,171.41,Low,,,0.0928,23.5,93.6,
SOAD20320,Lyndrassia,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,5.346,0.067,,1969.0,,,7.98987,,,,113.77,Low,,,0.0811,14.0,219.7,
SOAD20801,Lyndrassia,Yes,,Earth,15.158,0.133,,2004.0,,0.02561,0.0,,31/10/2021,5.0,,Low,Not Rated,21/12/2007,0.0623,41.8,15.8,
SOAD00046,Lyndrassia,Yes,,,24.543,0.125,,2016.0,,0.1182,0.0,Uncontrolled,09/09/2020,5.0,,Low,Not Rated,24/09/2015,0.0464,30.0,7.1,
SOAD00304,Lyndrassia,No,Flood Risk Reduction,Earth,10.228,0.143,12875.0,1989.0,,0.05122,1390.23738,Uncontrolled,,0.0,,Low,Not Rated,,0.0586,20.9,13.7,
SOAD00579,Lyndrassia,No,Flood Risk Reduction,Gravity,7.268,0.128,8556.0,1936.0,,0.11229,7.98987,,01/09/2017,5.0,75.67,Low,Not Rated,,0.0521,13.5,127.6,
SOAD01599,Lyndrassia,No,Recreation,Earth,3.373,,0.0,1954.0,,0.08274,641.85289,,,0.0,0.0,Low,Not Rated,,0.0756,46.9,644.6,8.7
SOAD01602,Lyndrassia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,8.872,,0.0,,,0.03349,668.48579,,,0.0,0.0,Low,Not Rated,,0.1003,22.3,98.0,
SOAD01717,Lyndrassia,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,8.809,,0.0,1973.0,,0.03546,905.5186,,,0.0,13.87,Low,Not Rated,,0.1115,37.6,201.8,
