ID,Region,Regulated Dam,Primary Purpose,Primary Type,Height (m),Length (km),Volume (m3),Year Completed,Years Modified,Surface (km2),Drainage (km2),Spillway,Last Inspection Date,Inspection Frequency,Distance to Nearest City (km),Hazard,Assessment,Assessment Date,Probability of Failure,Loss given failure - prop (Qm),Loss given failure - liab (Qm),Loss given failure - BI (Qm)
SOAD03190,Flumevale,Yes,Flood Risk Reduction,Earth,8.305,0.083,5234.0,1957.0,,0.0394,7.98987,Uncontrolled,02/04/2002,3.0,5.04,Low,Satisfactory,30/10/2017,0.0671,27.2,200.8,
SOAD06303,Flumevale,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,10.119,0.01,,1982.0,,0.0394,7.98987,Uncontrolled,19/10/2018,6.0,24.91,Low,Fair,25/03/2019,0.0557,44.5,271.3,
SOAD07281,Flumevale,Yes,Irrigation,Earth,13.006,0.108,,1973.0,,0.03546,23.96961,,27/09/2012,6.0,6.74,Low,Satisfactory,24/08/2021,0.0424,18.6,234.8,43.3
SOAD07518,Flumevale,Yes,Water Supply,Earth,11.242,0.157,27938.0,1961.0,,0.03349,0.0,,25/04/2022,6.0,6.61,Low,Not Rated,,0.0803,36.1,228.8,20.3
SOAD07702,Flumevale,Yes,Water Supply,Earth,12.109,0.117,13000.0,1980.0,,0.0591,5.32658,,07/06/2022,1.0,,Significant,Satisfactory,01/09/2017,0.1192,8.9,331.9,39.5
SOAD14365,Flumevale,Yes,Recreation,Concrete,7.59,0.022,,1930.0,,0.05122,37.28606,Uncontrolled,05/09/2018,0.0,33.93,Low,Not Rated,,0.0759,26.5,159.9,9.1
SOAD16557,Flumevale,Yes,Flood Risk Reduction,Earth,7.762,0.134,0.0,1964.0,,0.01773,0.0,Uncontrolled,28/05/2021,6.0,9.35,Low,Not Rated,,0.0828,27.0,332.1,
SOAD18263,Flumevale,Yes,,Earth,4.493,0.42,,2018.0,,0.05122,0.0,Uncontrolled,,6.0,,Low,Satisfactory,12/10/2022,0.0417,43.1,14.2,
SOAD19463,Flumevale,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,4.703,0.243,,1901.0,,0.10047,0.0,,13/11/1991,0.0,26.21,Low,Fair,28/10/2014,0.0812,19.0,428.5,
SOAD14008,Flumevale,Yes,Flood Risk Reduction,Earth,14.496,0.133,69100.0,2005.0,,0.03546,7.98987,Uncontrolled,21/07/2005,3.0,0.0,Low,Not Rated,,0.1166,29.8,780.8,
SOAD19271,Flumevale,Yes,Flood Risk Reduction,Earth,8.174,0.357,40810.0,1984.0,,0.06698,21.30632,Uncontrolled,01/05/2015,3.0,15.46,Low,Satisfactory,09/11/2012,0.0618,24.6,165.4,
SOAD19363,Flumevale,Yes,Irrigation,Earth,9.275,0.7,,1904.0,,0.05122,0.0,Uncontrolled,18/06/2019,6.0,1.54,Low,Satisfactory,05/10/2020,0.0513,34.6,530.1,7.3
SOAD20596,Flumevale,Yes,Water Supply,Earth,14.053,0.087,24500.0,1953.0,,0.05713,15.97974,,01/09/2021,1.0,,Significant,Satisfactory,01/09/2017,0.1379,41.5,474.4,27.3
SOAD07446,Flumevale,Yes,,,3.064,,,2017.0,,0.05713,,Uncontrolled,,6.0,,Low,Unsatisfactory,13/05/2021,0.0899,35.6,17.5,
SOAD07997,Flumevale,Yes,Recreation,Earth,8.353,0.113,4291.0,1964.0,2014S,0.0,53.2658,Uncontrolled,10/06/2014,,4.09,Significant,Not Rated,,0.1415,12.5,230.6,9.3
SOAD10372,Flumevale,Yes,Other,Earth,14.511,0.107,26300.0,1948.0,,0.02364,0.0,,04/03/2022,1.0,,Significant,Satisfactory,01/09/2017,0.1398,39.0,307.2,
SOAD11027,Flumevale,Yes,Recreation,Earth,7.906,0.12,5867.0,1964.0,,0.05122,50.60251,,02/10/1979,6.0,24.34,Low,Not Rated,,0.062,29.3,212.1,3.8
SOAD12560,Flumevale,Yes,Irrigation,Earth,7.921,0.115,6628.0,1926.0,1988H;1988M;1988S,0.05319,7.98987,,08/07/2021,6.0,17.07,Low,Fair,29/03/2012,0.0758,19.1,383.3,33.1
SOAD03273,Flumevale,Yes,Fish and Wildlife Pond,Earth,7.158,0.042,6214.0,1978.0,,0.05122,7.98987,,03/08/2021,6.0,19.37,Low,Not Rated,,0.0664,16.1,405.0,
SOAD04186,Flumevale,Yes,Irrigation,Earth,3.412,0.15,,1901.0,,0.05122,21.30632,,15/11/1979,0.0,75.45,Low,Not Rated,,0.0929,25.5,110.6,42.0
SOAD04245,Flumevale,Yes,Fish and Wildlife Pond,Earth,7.496,0.081,,1946.0,,0.04137,114.52147,,06/08/1991,0.0,4.79,Low,Satisfactory,12/12/2016,0.0695,16.3,604.2,
SOAD05304,Flumevale,Yes,Irrigation,Earth,9.484,0.5,,1952.0,,0.03349,0.0,Uncontrolled,19/05/2022,6.0,0.0,Low,Not Rated,,0.1017,45.6,930.1,17.8
SOAD05817,Flumevale,Yes,Flood Risk Reduction,Earth,11.517,0.453,85381.0,1955.0,2005,0.02561,0.0,Uncontrolled,09/02/2021,3.0,0.0,High,Satisfactory,09/02/2021,0.1005,8.7,278.7,
SOAD09837,Flumevale,Yes,Other,Buttress,5.487,0.035,0.0,1903.0,,0.13002,,,26/05/2022,0.5,,Low,Satisfactory,01/09/2017,0.0615,42.7,16.6,
SOAD11529,Flumevale,Yes,Water Supply,Earth,12.719,0.183,36000.0,1965.0,,0.05122,2.66329,,10/02/2022,1.0,0.16,High,Satisfactory,01/09/2017,0.0942,45.9,418.2,17.4
SOAD11925,Flumevale,Yes,Water Supply,Earth,14.659,0.315,54200.0,1955.0,,0.02561,0.0,,08/09/2022,1.0,,High,Satisfactory,01/09/2017,0.1033,40.8,682.5,6.2
SOAD12926,Flumevale,Yes,Recreation,Earth,6.053,,0.0,1983.0,,0.06107,,Uncontrolled,30/03/1999,0.0,1.61,Low,Fair,08/08/2018,0.0744,5.1,616.4,5.2
SOAD13339,Flumevale,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,8.156,0.267,,1963.0,,0.05713,0.0,,05/03/1987,0.0,122.2,Low,Fair,29/08/2019,0.0785,36.9,236.2,
SOAD17012,Flumevale,Yes,Other,Earth,14.269,0.383,87000.0,2006.0,,0.03546,0.0,,12/05/2020,6.0,102.41,Low,Not Rated,,0.0745,13.3,70.3,
SOAD18025,Flumevale,Yes,Irrigation,Earth,4.658,0.083,6481.0,1917.0,,0.08668,0.0,,31/08/1989,0.0,55.35,Low,Satisfactory,25/09/2013,0.061,5.4,81.4,24.7
SOAD19276,Flumevale,Yes,Fish and Wildlife Pond,Earth,10.356,0.072,7505.0,1965.0,,0.04137,23.96961,Uncontrolled,18/10/2018,6.0,4.89,Low,Fair,19/04/2017,0.0515,30.8,859.6,
SOAD20385,Flumevale,Yes,Irrigation,Earth,11.629,0.143,42522.0,1953.0,,0.04137,7.98987,Uncontrolled,07/05/2019,6.0,23.73,Low,Satisfactory,09/06/2021,0.0357,8.3,228.0,21.2
SOAD05410,Flumevale,Yes,Other,Earth,14.291,0.117,25300.0,1958.0,,0.05122,,,08/06/2022,1.0,1.58,High,Satisfactory,01/09/2017,0.0904,38.6,569.6,
SOAD07609,Flumevale,Yes,Flood Risk Reduction,Earth,8.52,0.203,16020.0,1957.0,,0.04137,0.0,Uncontrolled,06/10/2020,3.0,25.04,Low,Fair,16/05/2019,0.0863,45.0,288.9,
SOAD08765,Flumevale,Yes,Flood Risk Reduction,Earth,8.185,0.18,13773.0,1967.0,,0.04334,0.0,Uncontrolled,18/07/1991,0.0,54.71,Low,Not Rated,,0.0897,17.3,83.2,
SOAD09488,Flumevale,Yes,Irrigation,Earth,3.364,0.35,11753.0,1902.0,,0.16154,0.0,,27/08/1984,6.0,4.96,Low,Not Rated,,0.059,17.7,627.9,46.6
SOAD10853,Flumevale,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,5.087,0.23,,1924.0,,0.08471,53.2658,,30/09/1988,0.0,5.02,Low,Satisfactory,28/06/2019,0.0688,44.6,429.4,
SOAD13338,Flumevale,Yes,Fish and Wildlife Pond,Earth,11.362,0.262,,1957.0,,0.0394,0.0,,03/05/2013,6.0,19.05,Low,Fair,29/10/2020,0.0463,7.8,205.7,
SOAD15188,Flumevale,Yes,Irrigation,Earth,4.957,0.083,5588.0,1951.0,,0.05122,7.98987,Uncontrolled,07/07/2017,6.0,46.98,Low,Not Rated,,0.0787,34.2,236.3,27.6
SOAD15258,Flumevale,Yes,Water Supply,Rockfill,8.452,0.09,17804.0,1940.0,,0.08668,0.0,Uncontrolled,15/07/1985,0.0,31.34,Low,Not Rated,,0.1229,9.5,163.2,17.5
SOAD17045,Flumevale,Yes,Irrigation,Earth,5.113,0.28,10500.0,1931.0,1962H;1962M;1962S,0.07486,0.0,Uncontrolled,08/08/2018,6.0,13.1,Low,Satisfactory,20/07/2020,0.0549,26.9,376.8,42.3
SOAD18685,Flumevale,Yes,Water Supply,Other,11.349,0.429,0.0,1987.0,,0.01773,0.0,,27/01/2022,1.0,0.0,High,Satisfactory,01/09/2017,0.0947,38.7,622.0,19.6
SOAD01862,Flumevale,Yes,Irrigation,Earth,12.085,0.083,5560.0,1970.0,,0.04334,29.29619,Uncontrolled,01/11/2017,6.0,32.1,Low,Satisfactory,08/06/2022,0.0388,28.5,91.8,33.9
SOAD04495,Flumevale,Yes,Irrigation,Earth,4.224,0.033,0.0,1904.0,,0.08077,0.0,,23/08/1979,6.0,14.11,Low,Satisfactory,01/02/2012,0.053,12.5,269.4,25.4
SOAD05002,Flumevale,Yes,Water Supply,Earth,15.013,0.335,,1929.0,1929S;2001M;2004O,0.02561,0.0,Uncontrolled,26/05/2022,1.0,3.11,High,Fair,26/05/2022,0.1248,34.6,798.0,46.0
SOAD05298,Flumevale,Yes,Irrigation,Earth,3.028,0.31,8680.0,1868.0,,0.05122,0.0,Uncontrolled,11/01/1980,6.0,6.18,Low,Not Rated,,0.0435,9.8,317.5,20.2
SOAD12657,Flumevale,Yes,Water Supply,Earth,3.855,0.367,62578.0,1888.0,,0.10441,0.0,Uncontrolled,09/10/2012,2.0,0.0,Significant,Fair,09/10/2012,0.1204,46.0,657.7,20.3
SOAD12760,Flumevale,Yes,Water Supply,Earth,16.813,0.09,15000.0,1952.0,,0.03349,2.66329,,26/04/2022,0.5,,Low,Satisfactory,01/09/2017,0.0749,28.7,5.9,63.3
SOAD16224,Flumevale,Yes,Irrigation,Earth,9.898,0.133,0.0,1947.0,,0.04925,7.98987,,24/06/2016,6.0,14.22,Low,Fair,27/09/2022,0.052,26.2,238.6,4.3
SOAD16551,Flumevale,Yes,Water Supply,Other,27.003,0.38,9300.0,1970.0,,0.01576,,,02/06/2022,1.0,0.16,High,Satisfactory,01/09/2017,0.1047,22.5,426.7,45.2
SOAD19727,Flumevale,Yes,Water Supply,Earth,13.704,0.073,0.0,1959.0,,0.03349,0.0,,21/04/2022,0.5,,Low,Satisfactory,01/09/2017,0.0644,19.2,14.5,48.6
SOAD01572,Flumevale,Yes,Water Supply,Earth,10.601,0.6,25932.0,1982.0,,0.07683,0.0,,26/08/2020,6.0,22.37,Low,Satisfactory,29/09/2022,0.0269,34.3,224.9,10.3
SOAD02230,Flumevale,Yes,Irrigation,Earth,5.174,0.153,5330.0,1911.0,,0.07486,0.0,,26/09/2022,6.0,11.75,Low,Fair,15/08/2016,0.0447,40.7,277.6,46.4
SOAD04017,Flumevale,Yes,Hydroelectric,Earth,23.742,0.105,,1953.0,,0.02561,7.98987,Uncontrolled,31/05/2023,1.0,1.61,High,Satisfactory,29/09/2023,0.0909,24.1,738.2,81.9
SOAD11493,Flumevale,Yes,Irrigation,Earth,7.259,0.092,0.0,1960.0,,0.04137,0.0,Uncontrolled,25/08/2015,6.0,39.95,Low,Not Rated,,0.0615,24.7,153.0,41.2
SOAD12118,Flumevale,No,Water Supply,Earth,10.562,0.1,,,,,,,,,,High,Not Available,,0.1108,821.7,477.8,29.3
SOAD14584,Flumevale,Yes,Irrigation,Earth,4.439,0.24,0.0,1916.0,,0.07486,0.0,,,6.0,4.67,Low,Satisfactory,15/03/2007,0.0426,28.3,910.9,20.2
SOAD15876,Flumevale,Yes,Irrigation,Earth,9.847,0.12,29060.0,1905.0,1988S,0.03152,13.31645,Uncontrolled,18/10/2018,6.0,3.19,Low,Unsatisfactory,21/09/2013,0.0875,39.2,232.3,36.7
SOAD18296,Flumevale,Yes,Water Supply,Earth,11.834,0.266,78195.0,1977.0,,0.04137,34.62277,,14/07/2020,6.0,14.08,Low,Satisfactory,18/11/2021,0.0288,37.0,374.9,48.2
SOAD20570,Flumevale,Yes,Other,Earth,11.378,0.067,11434.0,1975.0,,0.08471,0.0,,25/06/2020,6.0,7.88,Low,Not Rated,,0.0769,29.6,330.2,
SOAD01188,Flumevale,Yes,Water Supply,Earth,14.635,0.063,22300.0,1930.0,,0.01576,0.0,,08/12/2021,1.0,3.36,Significant,Satisfactory,01/09/2017,0.1306,15.1,131.9,32.5
SOAD02487,Flumevale,Yes,Irrigation,Earth,4.24,0.267,650.0,1882.0,,0.0925899999999999,37.28606,Uncontrolled,11/10/2013,6.0,0.0,Low,Not Rated,,0.0764,8.1,604.3,34.8
SOAD08596,Flumevale,No,Water Supply,Earth,44.519,0.143,146000.0,1956.0,2007,0.02561,0.0,Uncontrolled,22/08/2020,1.0,0.0,High,Not Available,,0.0937,39.8,427.2,66.1
SOAD09743,Flumevale,Yes,Irrigation,Earth,6.929,0.113,28000.0,2006.0,,0.03349,0.0,Uncontrolled,22/06/2022,2.0,0.0,Significant,Satisfactory,22/06/2022,0.1317,34.8,831.3,36.8
SOAD10447,Flumevale,Yes,Recreation,Earth,6.613,0.117,4261.0,1963.0,,0.0,0.0,Uncontrolled,15/09/2010,,25.28,Significant,Not Rated,,0.1587,15.9,339.5,5.8
SOAD12532,Flumevale,Yes,Water Supply,Earth,12.411,0.351,40000.0,1947.0,,0.03349,,,11/05/2022,0.5,,Low,Satisfactory,01/09/2017,0.0739,15.2,12.0,40.5
SOAD17484,Flumevale,Yes,Recreation,Earth,5.278,0.133,,1957.0,,0.08471,0.0,,07/10/2022,6.0,21.71,Low,Fair,19/10/2017,0.0517,47.6,328.7,5.4
SOAD17774,Flumevale,Yes,Hydroelectric,Earth,9.236,0.138,,1953.0,,0.02561,7.98987,Uncontrolled,31/05/2023,1.0,1.66,High,Satisfactory,29/09/2023,0.1079,22.4,158.6,83.8
SOAD19044,Flumevale,Yes,Irrigation,Earth,10.464,0.127,8738.0,1963.0,2001H;2001S,0.02364,0.0,Uncontrolled,25/07/2018,6.0,21.48,Low,Not Rated,,0.049,38.4,372.1,21.0
SOAD00168,Flumevale,Yes,Flood Risk Reduction,Earth,11.699,0.253,,1984.0,,0.02561,0.0,,06/07/1999,3.0,0.0,Low,Not Rated,,0.095,41.9,669.6,
SOAD00925,Flumevale,Yes,Irrigation,Earth,6.465,0.25,32726.0,1951.0,,0.06501,15.97974,Uncontrolled,11/03/2020,6.0,15.58,Low,Fair,02/08/2018,0.0474,23.8,247.9,47.5
SOAD02613,Flumevale,Yes,Water Supply,Earth,21.448,0.083,32290.0,1905.0,,0.02364,0.0,,17/03/2022,0.5,,Low,Satisfactory,01/09/2017,0.0704,27.4,17.1,42.6
SOAD04044,Flumevale,Yes,Water Supply,Earth,16.884,0.137,21000.0,1959.0,,0.03349,2.66329,,03/11/2021,0.5,26.34,Low,Satisfactory,01/09/2017,0.0704,32.7,184.3,32.9
SOAD06033,Flumevale,Yes,Water Supply,Earth,8.489,0.08,7000.0,1869.0,,0.0906199999999999,2.66329,,25/04/2022,1.0,,Significant,Satisfactory,01/09/2017,0.1261,12.0,432.2,64.2
SOAD06958,Flumevale,No,Hydroelectric,Concrete,9.378,0.1,,1989.0,,0.05319,,,27/09/2022,3.0,,Low,Satisfactory,29/09/2023,0.0737,32.6,6.4,
SOAD10801,Flumevale,Yes,Irrigation,Earth,4.205,0.267,15171.0,1915.0,,0.0394,0.0,,,6.0,11.6,Low,Satisfactory,04/06/2015,0.0361,22.0,157.8,4.3
SOAD14539,Flumevale,Yes,Irrigation,Earth,4.052,0.138,0.0,,,0.06501,29.29619,,28/10/1987,0.0,16.38,Low,Satisfactory,01/11/2011,0.0695,42.8,373.0,24.2
SOAD14783,Flumevale,Yes,Flood Risk Reduction,Earth,10.09,0.162,15130.0,1960.0,,0.06107,7.98987,,11/04/2018,3.0,39.39,Low,Satisfactory,20/03/2007,0.073,47.6,233.3,
SOAD15246,Flumevale,Yes,Water Supply,Earth,7.172,0.143,0.0,1984.0,,0.05319,7.98987,Uncontrolled,16/11/2022,2.0,6.4,Significant,Fair,16/11/2022,0.1434,43.3,429.1,16.8
SOAD16568,Flumevale,Yes,Irrigation,Earth,4.159,0.5,35981.0,1906.0,,0.09456,0.0,,25/09/2013,6.0,8.0,Low,Satisfactory,04/06/2015,0.0345,7.4,298.4,34.2
SOAD02111,Flumevale,Yes,Water Supply,Earth,7.925,0.243,29910.0,1952.0,,0.04137,0.0,,10/06/2020,6.0,23.11,Low,Not Rated,,0.0989,18.8,215.7,11.8
SOAD03029,Flumevale,Yes,Irrigation,Earth,5.892,0.673,26596.0,1912.0,2001,0.04137,0.0,Uncontrolled,23/09/2013,6.0,0.0,Low,Not Rated,,0.0532,20.0,668.9,42.5
SOAD03200,Flumevale,Yes,Irrigation,Concrete,4.804,0.02,250.0,1910.0,,0.05122,0.0,,22/09/2017,0.0,16.72,Low,Fair,12/09/2008,0.0756,7.5,265.1,39.9
SOAD03967,Flumevale,Yes,Water Supply,Earth,13.772,0.16,23500.0,1956.0,,0.04334,0.0,,11/08/2022,1.0,,Significant,Satisfactory,01/09/2017,0.1364,11.1,382.7,60.3
SOAD14025,Flumevale,Yes,Recreation,Earth,3.663,0.533,0.0,1984.0,,0.05122,0.0,Uncontrolled,08/09/2022,2.0,1.69,Significant,Fair,08/09/2022,0.1233,25.8,711.1,7.1
SOAD16872,Flumevale,Yes,Other,Earth,8.745,0.06,16600.0,1951.0,,0.07486,2.66329,,14/03/2022,0.5,,Low,Satisfactory,01/09/2017,0.0605,41.7,21.1,
SOAD18136,Flumevale,Yes,Fish and Wildlife Pond,Earth,3.689,0.233,4194.0,1885.0,,0.06501,0.0,Uncontrolled,17/03/2010,6.0,1.66,Low,Not Rated,,0.0599,10.2,647.2,
SOAD20803,Flumevale,Yes,Irrigation,Earth,3.929,0.078,3634.0,1911.0,,0.0,0.0,,11/05/1992,6.0,30.36,Low,Satisfactory,12/09/2022,0.0508,32.4,67.5,22.9
SOAD03361,Flumevale,Yes,Irrigation,Earth,7.894,0.114,16596.0,1946.0,,0.05713,63.91896,Uncontrolled,13/05/2019,6.0,40.48,Low,Fair,12/05/2020,0.047,41.0,100.3,2.4
SOAD04079,Flumevale,Yes,Recreation,Earth,3.407,0.233,12657.0,1968.0,2002,0.10638,0.0,Uncontrolled,19/11/1997,6.0,38.68,Low,Not Rated,,0.0388,14.1,226.4,4.8
SOAD04616,Flumevale,Yes,Irrigation,Earth,6.055,0.042,4444.0,1907.0,,0.04137,0.0,,25/07/2018,6.0,21.79,Low,Fair,22/07/2015,0.0474,38.8,167.7,17.5
SOAD06395,Flumevale,Yes,Irrigation,Earth,7.736,0.367,,1989.0,1989,0.05713,,Uncontrolled,24/08/2021,6.0,16.44,Low,Not Rated,,0.0515,13.7,320.6,46.1
SOAD06844,Flumevale,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,8.742,0.15,,1960.0,,0.0394,0.0,Uncontrolled,25/11/2019,6.0,9.8,Low,Satisfactory,06/06/2019,0.0373,24.8,107.1,
SOAD13640,Flumevale,Yes,Fish and Wildlife Pond,Earth,5.497,0.713,,1928.0,,0.06895,0.0,,10/08/1978,0.0,0.0,Low,Fair,11/06/2019,0.0799,37.0,529.1,
SOAD18800,Flumevale,Yes,Irrigation,Earth,5.72,0.035,,1950.0,,0.0591,0.0,,21/05/2021,6.0,33.89,Low,Fair,30/10/2012,0.0612,31.0,169.1,4.8
SOAD00861,Flumevale,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,4.661,0.133,7875.0,1949.0,,0.04137,15.97974,,16/08/1979,6.0,14.71,Low,Fair,31/08/2020,0.0717,8.2,177.9,
SOAD04967,Flumevale,Yes,Water Supply,Earth,6.722,0.117,14000.0,1987.0,,0.05122,,,10/10/2022,0.5,,Low,Fair,01/09/2017,0.0733,43.6,8.0,54.5
SOAD13497,Flumevale,Yes,Irrigation,Earth,3.902,0.067,0.0,1909.0,,0.08274,0.0,,26/08/1979,6.0,64.92,Low,Not Rated,,0.0839,43.5,90.3,41.9
SOAD15930,Flumevale,Yes,Irrigation,Earth,7.809,0.1,,1895.0,,0.05122,74.57212,Uncontrolled,13/08/2020,6.0,48.85,Low,Not Rated,,0.0552,5.2,143.9,22.7
SOAD17385,Flumevale,Yes,Irrigation,Earth,2.486,0.67,26471.0,1886.0,,0.05713,0.0,,30/09/2013,6.0,13.24,Low,Not Rated,,0.0745,36.5,330.9,12.7
SOAD17545,Flumevale,Yes,"Fire Protection, Stock, Or Small Fish Pond",Gravity,10.983,0.125,20778.0,1960.0,,0.52993,10.65316,Uncontrolled,11/09/2018,5.0,11.7,Low,Fair,11/09/2018,0.0676,479.4,396.7,
SOAD01167,Flumevale,Yes,Irrigation,Earth,8.106,0.2,28848.0,1913.0,,0.05122,0.0,,27/07/2020,6.0,36.25,Low,Not Rated,,0.0684,29.6,167.4,25.6
SOAD02745,Flumevale,Yes,Irrigation,Earth,7.643,0.207,,1978.0,,0.05713,0.0,Uncontrolled,19/02/2016,6.0,26.26,Low,Fair,29/09/2022,0.0585,39.4,119.0,28.3
SOAD03342,Flumevale,Yes,Water Supply,Earth,10.376,0.152,0.0,1974.0,,0.05122,0.0,,01/12/2021,1.0,0.0,Significant,Satisfactory,01/09/2017,0.1213,18.9,795.1,55.9
SOAD04433,Flumevale,Yes,Water Supply,Earth,29.956,0.103,16000.0,1963.0,,0.02561,0.0,Uncontrolled,17/05/2022,1.0,3.27,High,Fair,17/05/2022,0.1138,25.5,144.3,68.7
SOAD04566,Flumevale,Yes,Irrigation,Earth,5.377,1.2,,1951.0,,0.06304,0.0,,04/10/1979,0.0,77.07,Low,Fair,31/08/2020,0.0809,40.9,139.7,45.3
SOAD06235,Flumevale,Yes,Recreation,Earth,7.985,0.32,35842.0,1912.0,,0.01576,0.0,Uncontrolled,09/07/1992,6.0,0.0,Low,Not Rated,,0.057,44.8,355.5,2.9
SOAD08162,Flumevale,Yes,Irrigation,Earth,5.801,0.115,4898.0,1934.0,,0.0394,0.0,Uncontrolled,26/10/2016,6.0,64.87,Low,Fair,15/10/2010,0.0554,27.6,207.3,4.5
SOAD14034,Flumevale,Yes,Flood Risk Reduction,Earth,16.144,0.173,92000.0,1974.0,,0.04334,10.65316,,10/03/2022,1.0,0.0,High,Satisfactory,01/09/2017,0.0818,33.8,469.6,
SOAD00390,Flumevale,Yes,Flood Risk Reduction,Earth,9.74,0.097,5052.0,1955.0,,0.02561,0.0,Uncontrolled,16/10/2014,6.0,15.9,Low,Not Rated,,0.0942,36.2,203.5,
SOAD03934,Flumevale,Yes,Water Supply,Earth,15.559,0.175,45000.0,1953.0,,0.03349,5.32658,,08/12/2021,1.0,0.31,High,Satisfactory,01/09/2017,0.0977,29.4,722.6,23.0
SOAD11129,Flumevale,Yes,Flood Risk Reduction,Earth,13.266,0.226,21600.0,1963.0,,0.00788,0.0,Uncontrolled,28/09/2020,3.0,0.0,Low,Fair,26/07/2016,0.0913,8.4,342.5,
SOAD12395,Flumevale,Yes,Irrigation,Earth,12.393,0.22,27882.0,1967.0,,0.0591,7.98987,Uncontrolled,14/06/2019,6.0,33.16,Low,Not Rated,,0.0658,11.8,55.5,9.9
SOAD13583,Flumevale,Yes,Irrigation,Earth,2.56,0.048,,1926.0,,0.12608,0.0,,16/09/1985,6.0,25.99,Low,Not Rated,,0.0886,14.7,241.0,5.2
SOAD18698,Flumevale,Yes,Water Supply,Earth,5.846,0.1,,2016.0,,0.06107,0.0,Uncontrolled,,6.0,7.87,Low,Not Rated,,0.0848,43.6,152.9,39.7
SOAD20039,Flumevale,Yes,Irrigation,Earth,14.177,0.118,25900.0,1951.0,,0.03546,7.98987,Uncontrolled,06/10/2021,6.0,27.05,Low,Fair,27/03/2007,0.0452,23.1,271.2,44.6
SOAD11232,Flumevale,Yes,Irrigation,Earth,5.124,0.183,11154.0,1964.0,,0.0591,221.05307,,08/04/1993,6.0,17.02,Low,Unsatisfactory,14/12/2011,0.0948,22.4,276.8,4.2
SOAD11301,Flumevale,Yes,Debris Control,Earth,11.519,0.421,0.0,1963.0,,0.10441,,,09/08/2022,1.0,0.0,High,Satisfactory,01/09/2017,0.0903,15.1,445.9,
SOAD17914,Flumevale,Yes,Irrigation,Earth,3.553,0.157,4564.0,1910.0,,0.07486,0.0,,,6.0,25.73,Low,Not Rated,,0.0398,44.9,96.6,34.9
SOAD00630,Flumevale,Yes,Flood Risk Reduction,Earth,9.682,0.2,66672.0,1887.0,,0.02364,0.0,Uncontrolled,09/10/2012,3.0,0.0,Low,Not Rated,,0.0879,43.0,795.3,
SOAD01724,Flumevale,Yes,Irrigation,Earth,4.739,0.083,0.0,1890.0,,0.08668,0.0,,13/08/1987,6.0,21.08,Low,Not Rated,,0.0499,37.6,135.0,47.2
SOAD02466,Flumevale,Yes,Water Supply,Gravity,11.327,0.083,2648.0,1968.0,,0.06895,197.08346,,10/05/2022,0.5,,Low,Satisfactory,01/09/2017,0.0784,10.2,9.3,41.8
SOAD06608,Flumevale,Yes,Irrigation,Earth,10.583,0.133,7327.0,1947.0,,0.04334,0.0,,08/06/2022,6.0,27.67,Low,Not Rated,,0.0774,14.2,144.8,25.8
SOAD07257,Flumevale,Yes,Irrigation,Earth,3.432,0.525,42481.0,1906.0,,0.08668,0.0,,25/09/2013,6.0,8.42,Low,Not Rated,,0.0583,10.4,389.6,36.7
SOAD08758,Flumevale,Yes,Fish and Wildlife Pond,Earth,5.407,0.138,14921.0,1912.0,2002S,0.0,7.98987,Uncontrolled,29/06/2017,10.0,18.04,Low,Not Rated,,0.0246,19.0,150.5,
SOAD09490,Flumevale,Yes,Irrigation,Earth,8.589,0.143,29600.0,1976.0,,0.04728,2.66329,,28/09/2021,0.5,0.0,Low,Satisfactory,01/09/2017,0.0631,31.9,197.6,29.2
SOAD10127,Flumevale,Yes,Water Supply,Earth,13.952,0.158,17500.0,1978.0,,0.05122,0.0,,14/03/2022,1.0,,Significant,Satisfactory,01/09/2017,0.1065,23.1,39.5,33.9
SOAD12250,Flumevale,Yes,Water Supply,Earth,14.537,0.098,19700.0,1953.0,,0.03349,0.0,,02/11/2021,1.0,,High,Satisfactory,01/09/2017,0.0805,29.5,598.1,9.7
SOAD12595,Flumevale,Yes,Irrigation,Earth,7.749,0.15,12000.0,1986.0,,0.03546,0.0,,01/01/1997,0.0,31.46,Low,Not Rated,,0.0572,29.0,140.8,38.8
SOAD15349,Flumevale,Yes,Hydroelectric,Earth,5.196,0.524,,1896.0,,0.0591,,Uncontrolled,05/09/2023,3.0,28.45,Low,Satisfactory,29/09/2023,0.0645,17.4,377.9,51.6
SOAD16688,Flumevale,Yes,Debris Control,Earth,16.117,0.189,158000.0,1961.0,,0.02561,10.65316,,01/12/2021,1.0,0.0,High,Satisfactory,01/09/2017,0.0979,17.5,360.8,
SOAD19569,Flumevale,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,9.602,0.275,,,,0.09653,0.0,,15/11/1979,0.0,21.61,Low,Fair,28/05/2021,0.0827,10.5,160.3,
